Faculty,Course,Semester,Day,Time,Time-start,Time-end,Building,Room,Building_Name,Building_Number
מחלקה ב.א. רב-תחומי,93006-01,א',ב',18:00 - 20:00,18:00,20:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93024-09,א',א',14:00 - 16:00,14:00,16:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93024-11,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93025-09,ב',א',14:00 - 16:00,14:00,16:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93025-11,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93026-09,א',ד',08:00 - 12:00,8:00,12:00,חברה 905,61,חברה,905
מחלקה ב.א. רב-תחומי,93201-02,ב',ב',20:00 - 22:00,20:00,22:00,1401,2,,1401
מחלקה ב.א. רב-תחומי,93220-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93222-01,א',ב',20:00 - 22:00,20:00,22:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93249-01,ב',ב',16:00 - 18:00,16:00,18:00,1401,2,,1401
מחלקה ב.א. רב-תחומי,93265-01,א',ב',16:00 - 18:00,16:00,18:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93266-01,ב',ב',18:00 - 20:00,18:00,20:00,טבע 203,221,טבע,203
מחלקה ב.א. רב-תחומי,93268-01,א',ב',20:00 - 22:00,20:00,22:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93269-01,ב',ב',20:00 - 22:00,20:00,22:00,טבע 203,221,טבע,203
מחלקה ב.א. רב-תחומי,93270-01,א',ב',18:00 - 20:00,18:00,20:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93272-01,ב',ב',18:00 - 20:00,18:00,20:00,1401,2,,1401
מחלקה ב.א. רב-תחומי,93400-09,א',א',08:00 - 10:00,8:00,10:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93400-11,א',א',10:00 - 11:00,10:00,11:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93400-15,א',א',12:00 - 14:00,12:00,14:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93400-16,א',א',14:00 - 15:00,14:00,15:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93401-09,ב',א',08:00 - 10:00,8:00,10:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93401-11,ב',א',10:00 - 11:00,10:00,11:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93401-15,ב',א',08:00 - 10:00,8:00,10:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93401-16,ב',א',10:00 - 11:00,10:00,11:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93458-09,א',ד',08:00 - 12:00,8:00,12:00,מ.ישראל 604,63,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93458-10,א',ד',08:00 - 12:00,8:00,12:00,מ.ישראל 604,64,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93458-11,א',ד',08:00 - 12:00,8:00,12:00,מ.ישראל 604,105,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93460-09,א',א',11:00 - 13:00,11:00,13:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93460-11,א',א',13:00 - 14:00,13:00,14:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93461-09,ב',א',11:00 - 13:00,11:00,13:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93461-11,ב',א',13:00 - 14:00,13:00,14:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93473-09,א',ד',12:00 - 15:00,12:00,15:00,חברה 905,61,חברה,905
מחלקה ב.א. רב-תחומי,93474-09,ב',ד',14:00 - 17:00,14:00,17:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93482-09,ב',ד',11:00 - 14:00,11:00,14:00,מ.ישראל 507,107,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93489-01,א',ה',09:00 - 13:00,9:00,13:00,יהדות 403,211,יהדות,403
מחלקה ב.א. רב-תחומי,93490-01,א',ה',13:00 - 17:00,13:00,17:00,יהדות 403,211,יהדות,403
מחלקה ב.א. רב-תחומי,93491-01,ב',ה',10:00 - 13:00,10:00,13:00,יהדות 403,211,יהדות,403
מחלקה ב.א. רב-תחומי,93492-01,ב',ה',13:00 - 16:00,13:00,16:00,יהדות 403,211,יהדות,403
מחלקה ב.א. רב-תחומי,93501-15,א',א',08:00 - 14:00,8:00,14:00,מ.ישראל 604,102,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93506-15,ב',א',08:00 - 12:00,8:00,12:00,יהדות 403,217,יהדות,403
מחלקה ב.א. רב-תחומי,93506-16,ב',א',08:00 - 12:00,8:00,12:00,משפטים 305,133,משפטים,305
מחלקה ב.א. רב-תחומי,93506-17,ב',א',08:00 - 12:00,8:00,12:00,מ.ישראל 504,2,מ.ישראל,504
מחלקה ב.א. רב-תחומי,93506-18,ב',א',12:00 - 14:00,12:00,14:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93507-15,א',א',15:00 - 19:00,15:00,19:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93509-15,ב',א',14:00 - 18:00,14:00,18:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93509-16,א',א',14:00 - 18:00,14:00,18:00,מ.ישראל 604,102,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93510-15,א',א',18:00 - 21:00,18:00,21:00,מ.ישראל 604,102,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93511-15,א',א',08:00 - 12:00,8:00,12:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93513-15,ב',א',17:00 - 21:00,17:00,21:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93514-15,א',ב',20:00 - 22:00,20:00,22:00,מ.ישראל 507,102,מ.ישראל,507
מחלקה ב.א. רב-תחומי,93518-15,ב',א',18:00 - 22:00,18:00,22:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93528-15,א',א',19:00 - 21:00,19:00,21:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93736-09,א',ד',12:00 - 14:00,12:00,14:00,מ.ישראל 604,62,מ.ישראל,604
מחלקה ב.א. רב-תחומי,93739-01,ב',ב',16:00 - 18:00,16:00,18:00,טבע 203,221,טבע,203
מחלקה ב.א. רב-תחומי,93797-09,ב',ג',14:00 - 16:00,14:00,16:00,חברה 905,61,חברה,905
מחלקה ב.א. רב-תחומי,93797-11,ב',ג',13:00 - 14:00,13:00,14:00,חברה 905,61,חברה,905
מחלקה ב.א. רב-תחומי,93797-15,ב',א',11:00 - 13:00,11:00,13:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93797-16,ב',א',13:00 - 14:00,13:00,14:00,יהדות 402,63,יהדות,402
מחלקה ב.א. רב-תחומי,93797-17,ב',א',14:00 - 16:00,14:00,16:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי,93797-18,ב',א',16:00 - 17:00,16:00,17:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,541000-01,א',א',12:00 - 14:00,12:00,14:00,רוח 1002,405,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,541001-01,א',א',14:00 - 16:00,14:00,16:00,רוח 1002,405,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,541001-01,ב',א',14:00 - 16:00,14:00,16:00,רוח 1002,405,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,541002-01,א',א',16:00 - 18:00,16:00,18:00,חברה 902,210,חברה,902
מחלקה ב.א. רב-תחומי במדעי הרוח,541129-01,א',ב',10:00 - 14:00,10:00,14:00,מ.ישראל 508,7,מ.ישראל,508
מחלקה ב.א. רב-תחומי במדעי הרוח,541142-01,ב',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 502,8,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54209-01,א',ב',08:00 - 10:00,8:00,10:00,מ.ישראל 605,104,מ.ישראל,605
מחלקה ב.א. רב-תחומי במדעי הרוח,54209-01,ב',ב',08:00 - 10:00,8:00,10:00,מ.ישראל 605,104,מ.ישראל,605
מחלקה ב.א. רב-תחומי במדעי הרוח,54213-01,א',א',16:00 - 18:00,16:00,18:00,רוח 1002,61,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54217-01,א',א',10:00 - 12:00,10:00,12:00,מ.ישראל 507,4,מ.ישראל,507
מחלקה ב.א. רב-תחומי במדעי הרוח,54217-01,א',א',12:00 - 14:00,12:00,14:00,מ.ישראל 507,4,מ.ישראל,507
מחלקה ב.א. רב-תחומי במדעי הרוח,54217-01,א',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 504,4,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54217-01,א',ג',12:00 - 14:00,12:00,14:00,מ.ישראל 504,4,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54218-01,ב',א',10:00 - 14:00,10:00,14:00,רוח 1002,202,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54219-01,א',ד',18:00 - 20:00,18:00,20:00,מ.ישראל 502,6,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54221-01,א',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 504,2,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54221-01,ב',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 504,2,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54223-01,א',ד',10:00 - 12:00,10:00,12:00,מ.ישראל 508,7,מ.ישראל,508
מחלקה ב.א. רב-תחומי במדעי הרוח,54224-01,ב',ד',10:00 - 12:00,10:00,12:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54225-01,א',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 505,4,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54225-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 505,4,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54226-01,ב',ג',12:00 - 14:00,12:00,14:00,מ.ישראל 502,8,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,543100-01,ב',ב',16:00 - 18:00,16:00,18:00,רוח 1002,1,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,א',ב',08:00 - 10:00,8:00,10:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,א',ד',08:00 - 10:00,8:00,10:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,א',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,ב',ב',08:00 - 10:00,8:00,10:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,ב',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,ב',ד',08:00 - 10:00,8:00,10:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54403-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 502,7,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54407-01,ב',ג',10:00 - 14:00,10:00,14:00,מ.ישראל 502,9,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54408-01,א',ג',08:00 - 12:00,8:00,12:00,רוח 1005,109,רוח,1005
מחלקה ב.א. רב-תחומי במדעי הרוח,54409-01,ב',א',10:00 - 14:00,10:00,14:00,חברה 902,103,חברה,902
מחלקה ב.א. רב-תחומי במדעי הרוח,54415-01,ב',ב',14:00 - 16:00,14:00,16:00,רוח 1002,61,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54424-01,ב',ב',10:00 - 14:00,10:00,14:00,מ.ישראל 502,37,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54426-01,א',א',12:00 - 16:00,12:00,16:00,חברה 902,201,חברה,902
מחלקה ב.א. רב-תחומי במדעי הרוח,54441-01,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 604,205,מ.ישראל,604
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,א',ב',14:00 - 16:00,14:00,16:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,א',ד',14:00 - 16:00,14:00,16:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,א',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,ב',ב',14:00 - 16:00,14:00,16:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,ב',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,ב',ד',14:00 - 16:00,14:00,16:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54500-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 505,63,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,א',ב',14:00 - 16:00,14:00,16:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,א',ד',14:00 - 16:00,14:00,16:00,משפטים 305,5,משפטים,305
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,א',ד',16:00 - 18:00,16:00,18:00,משפטים 305,5,משפטים,305
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,ב',ב',14:00 - 16:00,14:00,16:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,ב',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,ב',ד',14:00 - 16:00,14:00,16:00,משפטים 305,5,משפטים,305
מחלקה ב.א. רב-תחומי במדעי הרוח,54502-01,ב',ד',16:00 - 18:00,16:00,18:00,משפטים 305,5,משפטים,305
מחלקה ב.א. רב-תחומי במדעי הרוח,54506-01,א',ב',10:00 - 14:00,10:00,14:00,מ.ישראל 604,63,מ.ישראל,604
מחלקה ב.א. רב-תחומי במדעי הרוח,54534-01,ב',ב',10:00 - 14:00,10:00,14:00,רוח 1002,61,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54550-01,א',ג',16:00 - 20:00,16:00,20:00,מ.ישראל 605,14,מ.ישראל,605
מחלקה ב.א. רב-תחומי במדעי הרוח,54554-01,ב',ג',16:00 - 20:00,16:00,20:00,מ.ישראל 505,105,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,א',א',12:00 - 14:00,12:00,14:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,א',ד',12:00 - 14:00,12:00,14:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,א',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,ב',א',12:00 - 14:00,12:00,14:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,ב',ד',12:00 - 14:00,12:00,14:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54560-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 502,24,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54564-01,א',א',14:00 - 16:00,14:00,16:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54564-01,א',ד',14:00 - 16:00,14:00,16:00,מ.ישראל 505,5,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54564-01,ב',א',14:00 - 16:00,14:00,16:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה ב.א. רב-תחומי במדעי הרוח,54564-01,ב',ד',14:00 - 16:00,14:00,16:00,מ.ישראל 505,5,מ.ישראל,505
מחלקה ב.א. רב-תחומי במדעי הרוח,54639-01,א',ד',12:00 - 14:00,12:00,14:00,מ.ישראל 502,6,מ.ישראל,502
מחלקה ב.א. רב-תחומי במדעי הרוח,54725-01,א',ד',16:00 - 20:00,16:00,20:00,רוח 1002,202,רוח,1002
מחלקה ב.א. רב-תחומי במדעי הרוח,54726-01,א',א',16:00 - 18:00,16:00,18:00,יהדות 404,68,יהדות,404
מחלקה ב.א. רב-תחומי במדעי הרוח,54726-01,ב',א',16:00 - 18:00,16:00,18:00,יהדות 404,68,יהדות,404
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82101-01,א',ד',08:00 - 10:00,8:00,10:00,משפטים 305,134,משפטים,305
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82104-01,א',א',10:00 - 13:00,10:00,13:00,סטודנטים 105,103,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82104-02,א',ה',10:00 - 12:00,10:00,12:00,סטודנטים 105,104,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82105-01,ב',א',10:00 - 11:00,10:00,11:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82105-01,ב',א',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82105-01,ב',ג',10:00 - 11:00,10:00,11:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82105-01,ב',ג',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82105-02,ב',א',11:00 - 13:00,11:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82107-01,א',א',13:00 - 15:00,13:00,15:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82107-02,א',א',08:00 - 10:00,8:00,10:00,סטודנטים 105,102,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82113-01,ב',ג',12:00 - 16:00,12:00,16:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82115-01,א',א',15:00 - 17:00,15:00,17:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82116-01,א',ד',13:00 - 17:00,13:00,17:00,סטודנטים 105,1,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82116-02,א',ד',17:00 - 18:00,17:00,18:00,סטודנטים 105,1,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82117-01,ב',ה',08:00 - 12:00,8:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,א',ד',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,א',ד',15:00 - 17:00,15:00,17:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,א',ה',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,א',ה',15:00 - 17:00,15:00,17:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,ב',ד',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,ב',ד',15:00 - 17:00,15:00,17:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,ב',ה',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-01,ב',ה',15:00 - 17:00,15:00,17:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,א',א',12:00 - 13:00,12:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,א',א',13:00 - 14:00,13:00,14:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,א',ד',12:00 - 13:00,12:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,א',ד',13:00 - 14:00,13:00,14:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,ב',א',12:00 - 13:00,12:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,ב',א',13:00 - 14:00,13:00,14:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,ב',ד',12:00 - 13:00,12:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82118-02,ב',ד',13:00 - 14:00,13:00,14:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82125-01,א',ה',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82126-01,ב',ה',12:00 - 15:00,12:00,15:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82204-01,א',ג',16:00 - 19:00,16:00,19:00,משפטים 305,6,משפטים,305
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82205-01,ב',ג',08:00 - 11:00,8:00,11:00,סטודנטים 105,61,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82206-01,ב',ד',09:00 - 11:00,9:00,11:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82211-01,א',ה',12:00 - 15:00,12:00,15:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82212-01,א',ג',09:00 - 12:00,9:00,12:00,סטודנטים 105,2,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82212-01,א',ג',11:00 - 14:00,11:00,14:00,משפטים 304,2,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82212-01,ב',ג',09:00 - 12:00,9:00,12:00,סטודנטים 105,2,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82212-01,ב',ג',11:00 - 14:00,11:00,14:00,משפטים 304,2,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82213-01,ב',ה',12:00 - 15:00,12:00,15:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82214-01,א',ד',12:00 - 14:00,12:00,14:00,סטודנטים 105,102,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82216-01,א',ד',10:00 - 12:00,10:00,12:00,סטודנטים 105,61,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82217-01,ב',ה',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82219-01,ב',ד',11:00 - 13:00,11:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82223-01,ב',ה',15:00 - 17:00,15:00,17:00,סטודנטים 105,102,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82225-01,ב',ה',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82227-01,א',ג',12:00 - 16:00,12:00,16:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82230-01,א',ה',08:00 - 12:00,8:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82231-01,ב',ג',14:00 - 18:00,14:00,18:00,סטודנטים 105,102,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82304-01,א',ב',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82304-01,א',ב',12:00 - 14:00,12:00,14:00,סטודנטים 105,3,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82304-01,ב',ב',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82304-01,ב',ב',12:00 - 14:00,12:00,14:00,סטודנטים 105,3,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82305-01,ב',א',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82306-01,ב',ב',14:00 - 16:00,14:00,16:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82311-01,א',ב',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82312-01,א',ב',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
