Faculty,Course,Semester,Day,Time,Time-start,Time-end,Building,Room,Building_Name,Building_Number
מחלקה המחלקה למדעי חברה ובריאות,742150-01,ב',ה',08:00 - 10:00,8:00,10:00,מ.ישראל 604,13,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,742171-01,ב',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 505,1,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,742177-01,א',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 504,5,מ.ישראל,504
מחלקה המחלקה למדעי חברה ובריאות,742178-01,ב',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 604,11,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,742200-01,א',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 505,101,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,742200-01,א',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 505,101,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,742200-01,א',ה',13:00 - 15:00,13:00,15:00,מ.ישראל 605,101,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,742200-01,א',ה',16:00 - 18:00,16:00,18:00,מ.ישראל 605,101,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,742200-01,ב',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 505,101,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,742200-01,ב',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 505,101,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,742200-01,ב',ה',13:00 - 15:00,13:00,15:00,מ.ישראל 605,101,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,742200-01,ב',ה',16:00 - 18:00,16:00,18:00,מ.ישראל 605,101,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,743120-10,א',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 507,3,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,743120-11,א',ג',12:00 - 13:00,12:00,13:00,מ.ישראל 507,3,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,744310-01,א',ה',12:00 - 14:00,12:00,14:00,מ.ישראל 605,13,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,744310-01,ב',ה',12:00 - 14:00,12:00,14:00,מ.ישראל 605,13,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,744311-01,א',ה',16:00 - 18:00,16:00,18:00,מ.ישראל 604,205,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,744311-01,ב',ה',16:00 - 18:00,16:00,18:00,מ.ישראל 604,205,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,745015-01,א',ג',08:00 - 10:00,8:00,10:00,מ.ישראל 507,209,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745016-01,ב',ה',08:00 - 10:00,8:00,10:00,מ.ישראל 505,104,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,745019-01,א',ג',17:00 - 19:00,17:00,19:00,מ.ישראל 507,201,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745020-10,א',ג',16:00 - 20:00,16:00,20:00,מ.ישראל 507,3,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745026-10,ב',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 507,3,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745026-11,ב',ג',12:00 - 13:00,12:00,13:00,מ.ישראל 507,3,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745031-10,ב',ג',17:00 - 21:00,17:00,21:00,מ.ישראל 605,61,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,745043-10,א',ג',19:00 - 21:00,19:00,21:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745045-10,א',ג',17:00 - 19:00,17:00,19:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745200-10,א',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745200-11,א',ג',12:00 - 13:00,12:00,13:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745201-10,ב',ג',10:00 - 12:00,10:00,12:00,מ.ישראל 605,201,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,745201-11,ב',ג',12:00 - 13:00,12:00,13:00,מ.ישראל 605,201,מ.ישראל,605
מחלקה המחלקה למדעי חברה ובריאות,745202-10,א',ג',15:00 - 17:00,15:00,17:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745203-10,א',ג',08:00 - 10:00,8:00,10:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745204-10,א',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745204-10,ב',ג',13:00 - 15:00,13:00,15:00,מ.ישראל 507,5,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745205-10,ב',ג',17:00 - 20:00,17:00,20:00,מ.ישראל 507,201,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,745300-10,א',ג',15:00 - 17:00,15:00,17:00,יהדות 403,101,יהדות,403
מחלקה המחלקה למדעי חברה ובריאות,745300-10,ב',ג',15:00 - 17:00,15:00,17:00,יהדות 403,101,יהדות,403
מחלקה המחלקה למדעי חברה ובריאות,745402-10,א',ג',11:00 - 13:00,11:00,13:00,מ.ישראל 505,4,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,745402-10,ב',ג',11:00 - 13:00,11:00,13:00,מ.ישראל 505,4,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,745403-10,א',ג',11:00 - 13:00,11:00,13:00,יהדות 403,101,יהדות,403
מחלקה המחלקה למדעי חברה ובריאות,745403-10,ב',ג',11:00 - 13:00,11:00,13:00,יהדות 403,101,יהדות,403
מחלקה המחלקה למדעי חברה ובריאות,745503-10,א',ג',17:00 - 21:00,17:00,21:00,מ.ישראל 604,205,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,745504-10,ב',ג',15:00 - 17:00,15:00,17:00,מ.ישראל 507,201,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,746006-01,א',ד',14:00 - 18:00,14:00,18:00,מ.ישראל 604,102,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,746100-01,א',ד',18:00 - 21:00,18:00,21:00,מ.ישראל 604,63,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,746101-01,ב',ד',18:00 - 21:00,18:00,21:00,מ.ישראל 505,104,מ.ישראל,505
מחלקה המחלקה למדעי חברה ובריאות,746107-01,א',ד',18:00 - 21:00,18:00,21:00,מ.ישראל 604,102,מ.ישראל,604
מחלקה המחלקה למדעי חברה ובריאות,746108-01,ב',ד',18:00 - 21:00,18:00,21:00,מ.ישראל 507,202,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,746303-01,ב',ד',14:00 - 16:00,14:00,16:00,מ.ישראל 507,202,מ.ישראל,507
מחלקה המחלקה למדעי חברה ובריאות,746306-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 507,202,מ.ישראל,507
מחלקה המחלקה למוזיקה,471021-01,א',א',14:00 - 16:00,14:00,16:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,471022-01,ב',ג',14:00 - 16:00,14:00,16:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47110-01,א',א',10:00 - 12:00,10:00,12:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47110-01,ב',א',10:00 - 12:00,10:00,12:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47110-02,א',א',12:00 - 13:00,12:00,13:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47110-02,ב',א',12:00 - 13:00,12:00,13:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47118-01,א',ג',12:00 - 14:00,12:00,14:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47119-01,ב',ג',11:00 - 13:00,11:00,13:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,א',א',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,א',ב',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,א',ג',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,ב',א',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,ב',ב',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47129-01,ב',ג',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47200-01,א',ג',12:00 - 14:00,12:00,14:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47200-01,ב',ג',12:00 - 14:00,12:00,14:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47200-02,א',ג',14:00 - 15:00,14:00,15:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47200-02,ב',ג',14:00 - 15:00,14:00,15:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47202-01,א',ה',10:00 - 12:00,10:00,12:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47202-01,ב',ה',10:00 - 12:00,10:00,12:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47203-01,א',ה',12:00 - 14:00,12:00,14:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47203-01,ב',ה',12:00 - 14:00,12:00,14:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47204-01,א',ג',16:00 - 18:00,16:00,18:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47204-01,ב',ג',16:00 - 18:00,16:00,18:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47205-01,א',ה',14:00 - 16:00,14:00,16:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47205-01,ב',ה',14:00 - 16:00,14:00,16:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47206-01,א',ה',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47206-01,ב',ה',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47208-01,א',ב',16:00 - 18:00,16:00,18:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47217-01,א',ד',16:00 - 18:00,16:00,18:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47222-02,א',ג',20:00 - 21:00,20:00,21:00,רוח 1005,112,רוח,1005
מחלקה המחלקה למוזיקה,47222-02,ב',ג',20:00 - 21:00,20:00,21:00,רוח 1005,112,רוח,1005
מחלקה המחלקה למוזיקה,47227-01,א',ג',14:00 - 16:00,14:00,16:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47228-01,ב',ב',10:00 - 12:00,10:00,12:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47242-01,ב',ד',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47245-01,א',ב',12:00 - 14:00,12:00,14:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47339-01,ב',ב',08:00 - 10:00,8:00,10:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47348-01,א',ה',13:00 - 15:00,13:00,15:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47378-01,ב',ב',16:00 - 18:00,16:00,18:00,רוח 1005,108,רוח,1005
מחלקה המחלקה למוזיקה,47379-01,ב',ג',13:00 - 16:00,13:00,16:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47380-01,א',ג',10:00 - 12:00,10:00,12:00,רוח 1005,112,רוח,1005
מחלקה המחלקה למוזיקה,47381-01,ב',ב',18:00 - 20:00,18:00,20:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47382-01,א',ב',14:00 - 16:00,14:00,16:00,רוח 1005,112,רוח,1005
מחלקה המחלקה למוזיקה,47402-01,א',ג',08:00 - 10:00,8:00,10:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47442-01,ב',ב',13:00 - 16:00,13:00,16:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47443-01,א',ב',09:00 - 12:00,9:00,12:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47445-01,ב',ג',08:00 - 11:00,8:00,11:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47450-01,ב',ד',08:00 - 10:00,8:00,10:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47524-01,א',ג',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47524-01,ב',ג',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47541-01,א',ג',18:00 - 20:00,18:00,20:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47541-01,ב',ג',18:00 - 20:00,18:00,20:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47611-01,א',ג',12:00 - 15:00,12:00,15:00,רוח 1005,108,רוח,1005
מחלקה המחלקה למוזיקה,476155-01,ב',ב',13:00 - 15:00,13:00,15:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47777-01,א',ב',14:00 - 16:00,14:00,16:00,רוח 1005,111,רוח,1005
מחלקה המחלקה למוזיקה,47781-01,ב',ב',10:00 - 13:00,10:00,13:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47785-01,א',ב',14:00 - 16:00,14:00,16:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47785-01,ב',ב',14:00 - 16:00,14:00,16:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47786-01,א',ב',08:00 - 10:00,8:00,10:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47786-01,ב',ב',08:00 - 10:00,8:00,10:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47790-01,א',ב',10:00 - 12:00,10:00,12:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47790-01,ב',ב',10:00 - 12:00,10:00,12:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47791-01,ב',ב',20:00 - 22:00,20:00,22:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47867-01,א',ג',12:00 - 14:00,12:00,14:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47867-01,ב',ג',12:00 - 14:00,12:00,14:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,478860-01,א',ה',18:00 - 20:00,18:00,20:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,478860-01,ב',ה',18:00 - 20:00,18:00,20:00,רוח 1005,19,רוח,1005
מחלקה המחלקה למוזיקה,47900-01,א',א',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47900-01,א',ב',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47913-01,ב',ב',16:00 - 18:00,16:00,18:00,רוח 1005,109,רוח,1005
מחלקה המחלקה למוזיקה,47920-01,א',ג',18:00 - 20:00,18:00,20:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47921-01,א',ב',12:00 - 14:00,12:00,14:00,רוח 1005,209,רוח,1005
מחלקה המחלקה למוזיקה,47927-01,ב',ג',16:00 - 18:00,16:00,18:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47928-01,א',ב',18:00 - 20:00,18:00,20:00,רוח 1005,207,רוח,1005
מחלקה המחלקה למוזיקה,47929-01,ב',ב',18:00 - 20:00,18:00,20:00,רוח 1005,207,רוח,1005
מחלקה המחלקה למוזיקה,47940-01,א',ב',14:00 - 16:00,14:00,16:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47940-01,ב',ב',14:00 - 16:00,14:00,16:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47955-01,א',ב',10:00 - 12:00,10:00,12:00,רוח 1005,203,רוח,1005
מחלקה המחלקה למוזיקה,47955-01,ב',ב',10:00 - 12:00,10:00,12:00,רוח 1005,203,רוח,1005
מחלקה המחלקה למוזיקה,47960-01,א',ג',10:00 - 12:00,10:00,12:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47963-01,א',ב',12:00 - 14:00,12:00,14:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47963-01,א',ג',14:00 - 16:00,14:00,16:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47963-01,ב',ב',12:00 - 14:00,12:00,14:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47963-01,ב',ג',14:00 - 16:00,14:00,16:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47979-01,ב',ג',18:00 - 20:00,18:00,20:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47983-01,א',ג',16:00 - 18:00,16:00,18:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למוזיקה,47983-01,ב',ג',10:00 - 12:00,10:00,12:00,רוח 1005,201,רוח,1005
מחלקה המחלקה למתמטיקה,88015-01,א',ה',15:00 - 19:00,15:00,19:00,טבע 207,1,טבע,207
מחלקה המחלקה למתמטיקה,88015-02,א',ה',19:00 - 21:00,19:00,21:00,טבע 207,1,טבע,207
מחלקה המחלקה למתמטיקה,88015-03,א',ה',19:00 - 21:00,19:00,21:00,סטודנטים 105,61,סטודנטים,105
מחלקה המחלקה למתמטיקה,88015-04,א',ה',19:00 - 21:00,19:00,21:00,משפטים 305,134,משפטים,305
מחלקה המחלקה למתמטיקה,88016-01,ב',ה',17:00 - 21:00,17:00,21:00,טבע 207,1,טבע,207
מחלקה המחלקה למתמטיקה,88016-02,ב',ה',15:00 - 17:00,15:00,17:00,משפטים 306,111,משפטים,306
מחלקה המחלקה למתמטיקה,88016-03,ב',ה',15:00 - 17:00,15:00,17:00,סטודנטים 105,106,סטודנטים,105
מחלקה המחלקה למתמטיקה,88016-04,ב',ה',15:00 - 17:00,15:00,17:00,טבע 207,1,טבע,207
מחלקה המחלקה למתמטיקה,88049-01,א',ג',08:00 - 10:00,8:00,10:00,רוח 1002,102,רוח,1002
מחלקה המחלקה למתמטיקה,88049-02,א',ג',10:00 - 12:00,10:00,12:00,רוח 1002,102,רוח,1002
מחלקה המחלקה למתמטיקה,88112-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 507,201,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88112-01,א',ה',14:00 - 16:00,14:00,16:00,מ.ישראל 604,201,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88112-01,א',ה',16:00 - 18:00,16:00,18:00,מ.ישראל 604,201,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88112-03,א',ג',08:00 - 10:00,8:00,10:00,מ.ישראל 605,11,מ.ישראל,605
מחלקה המחלקה למתמטיקה,88113-01,ב',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 507,105,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88113-01,ב',ה',16:00 - 18:00,16:00,18:00,משפטים 305,105,משפטים,305
מחלקה המחלקה למתמטיקה,88113-03,ב',ה',18:00 - 20:00,18:00,20:00,משפטים 305,10,משפטים,305
מחלקה המחלקה למתמטיקה,88113-05,א',א',15:00 - 17:00,15:00,17:00,מ.ישראל 502,37,מ.ישראל,502
מחלקה המחלקה למתמטיקה,88113-05,א',ד',15:00 - 17:00,15:00,17:00,מ.ישראל 507,37,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88113-07,א',ד',19:00 - 21:00,19:00,21:00,מ.ישראל 507,208,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88113-08,א',א',15:00 - 17:00,15:00,17:00,211,25,,211
מחלקה המחלקה למתמטיקה,88113-08,א',ד',15:00 - 17:00,15:00,17:00,מ.ישראל 501,25,מ.ישראל,501
מחלקה המחלקה למתמטיקה,88113-09,א',ד',19:00 - 21:00,19:00,21:00,מ.ישראל 507,202,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88113-12,א',ד',19:00 - 21:00,19:00,21:00,מ.ישראל 507,206,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88132-01,א',ב',10:00 - 12:00,10:00,12:00,מ.ישראל 505,2,מ.ישראל,505
מחלקה המחלקה למתמטיקה,88132-01,א',ב',12:00 - 14:00,12:00,14:00,מ.ישראל 505,2,מ.ישראל,505
מחלקה המחלקה למתמטיקה,88132-01,א',ה',12:00 - 14:00,12:00,14:00,מ.ישראל 507,2,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88132-04,א',ב',14:00 - 16:00,14:00,16:00,מ.ישראל 505,2,מ.ישראל,505
מחלקה המחלקה למתמטיקה,88132-05,א',א',17:00 - 19:00,17:00,19:00,סטודנטים 105,4,סטודנטים,105
מחלקה המחלקה למתמטיקה,88132-05,א',ד',17:00 - 19:00,17:00,19:00,מ.ישראל 507,4,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88132-06,א',א',19:00 - 21:00,19:00,21:00,סטודנטים 105,4,סטודנטים,105
מחלקה המחלקה למתמטיקה,88132-07,א',א',17:00 - 19:00,17:00,19:00,211,25,,211
מחלקה המחלקה למתמטיקה,88132-07,א',ד',17:00 - 19:00,17:00,19:00,מ.ישראל 501,25,מ.ישראל,501
מחלקה המחלקה למתמטיקה,88132-08,א',א',19:00 - 21:00,19:00,21:00,211,25,,211
מחלקה המחלקה למתמטיקה,88132-09,א',א',19:00 - 21:00,19:00,21:00,משפטים 305,6,משפטים,305
מחלקה המחלקה למתמטיקה,88132-10,א',א',17:00 - 19:00,17:00,19:00,סטודנטים 105,106,סטודנטים,105
מחלקה המחלקה למתמטיקה,88132-10,א',ד',17:00 - 19:00,17:00,19:00,סטודנטים 105,106,סטודנטים,105
מחלקה המחלקה למתמטיקה,88132-11,א',א',19:00 - 21:00,19:00,21:00,משפטים 306,111,משפטים,306
מחלקה המחלקה למתמטיקה,88132-12,א',א',17:00 - 19:00,17:00,19:00,הנדסה 1104,42,הנדסה,1104
מחלקה המחלקה למתמטיקה,88132-12,א',ד',17:00 - 19:00,17:00,19:00,הנדסה 1105,42,הנדסה,1105
מחלקה המחלקה למתמטיקה,88132-13,א',א',19:00 - 21:00,19:00,21:00,הנדסה 1103,22,הנדסה,1103
מחלקה המחלקה למתמטיקה,88133-01,ב',ב',08:00 - 10:00,8:00,10:00,מ.ישראל 507,101,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88133-01,ב',ב',13:00 - 15:00,13:00,15:00,מ.ישראל 507,101,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88133-01,ב',ה',08:00 - 10:00,8:00,10:00,מ.ישראל 604,101,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88133-01,ב',ה',13:00 - 15:00,13:00,15:00,מ.ישראל 604,101,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88133-03,ב',ה',14:00 - 16:00,14:00,16:00,מ.ישראל 507,101,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88133-05,ב',א',15:00 - 17:00,15:00,17:00,חברה 902,9,חברה,902
מחלקה המחלקה למתמטיקה,88133-05,ב',א',18:00 - 20:00,18:00,20:00,חברה 902,9,חברה,902
מחלקה המחלקה למתמטיקה,88133-05,ב',ד',15:00 - 17:00,15:00,17:00,משפטים 304,9,משפטים,304
מחלקה המחלקה למתמטיקה,88133-05,ב',ד',18:00 - 20:00,18:00,20:00,משפטים 304,9,משפטים,304
מחלקה המחלקה למתמטיקה,88133-06,ב',ד',19:00 - 21:00,19:00,21:00,משפטים 304,3,משפטים,304
מחלקה המחלקה למתמטיקה,88133-07,ב',א',15:00 - 17:00,15:00,17:00,מ.ישראל 604,103,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88133-07,ב',א',17:00 - 19:00,17:00,19:00,מ.ישראל 604,103,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88133-07,ב',ד',15:00 - 17:00,15:00,17:00,סטודנטים 105,103,סטודנטים,105
מחלקה המחלקה למתמטיקה,88133-07,ב',ד',17:00 - 19:00,17:00,19:00,סטודנטים 105,103,סטודנטים,105
מחלקה המחלקה למתמטיקה,88133-08,ב',ד',19:00 - 21:00,19:00,21:00,סטודנטים 105,105,סטודנטים,105
מחלקה המחלקה למתמטיקה,88133-09,ב',ד',19:00 - 21:00,19:00,21:00,יהדות 403,67,יהדות,403
מחלקה המחלקה למתמטיקה,88133-10,ב',ד',19:00 - 21:00,19:00,21:00,משפטים 306,111,משפטים,306
מחלקה המחלקה למתמטיקה,88133-11,ב',א',15:00 - 17:00,15:00,17:00,הנדסה 1105,271,הנדסה,1105
מחלקה המחלקה למתמטיקה,88133-11,ב',א',17:00 - 19:00,17:00,19:00,הנדסה 1105,271,הנדסה,1105
מחלקה המחלקה למתמטיקה,88133-11,ב',ד',15:00 - 17:00,15:00,17:00,הנדסה 1104,271,הנדסה,1104
מחלקה המחלקה למתמטיקה,88133-11,ב',ד',17:00 - 19:00,17:00,19:00,הנדסה 1104,271,הנדסה,1104
מחלקה המחלקה למתמטיקה,88165-01,ב',ב',10:00 - 13:00,10:00,13:00,מ.ישראל 604,62,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88165-02,ב',ג',12:00 - 14:00,12:00,14:00,מ.ישראל 507,108,מ.ישראל,507
מחלקה המחלקה למתמטיקה,88165-05,ב',א',16:00 - 17:00,16:00,17:00,מ.ישראל 605,13,מ.ישראל,605
מחלקה המחלקה למתמטיקה,88165-05,ב',א',17:00 - 19:00,17:00,19:00,מ.ישראל 605,13,מ.ישראל,605
מחלקה המחלקה למתמטיקה,88165-05,ב',ד',16:00 - 17:00,16:00,17:00,מ.ישראל 604,13,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88165-05,ב',ד',17:00 - 19:00,17:00,19:00,מ.ישראל 604,13,מ.ישראל,604
מחלקה המחלקה למתמטיקה,88165-06,ב',א',19:00 - 21:00,19:00,21:00,מ.ישראל 505,4,מ.ישראל,505
מחלקה המחלקה למתמטיקה,88165-07,ב',ד',17:00 - 19:00,17:00,19:00,משפטים 304,3,משפטים,304
מחלקה המחלקה למתמטיקה,88165-09,ב',א',15:00 - 18:00,15:00,18:00,חברה 902,9,חברה,902
מחלקה המחלקה למתמטיקה,88165-10,ב',ד',17:00 - 19:00,17:00,19:00,משפטים 306,111,משפטים,306
מחלקה המחלקה למתמטיקה,88170-02,א',ג',18:00 - 20:00,18:00,20:00,מ.ישראל 605,13,מ.ישראל,605
מחלקה המחלקה למתמטיקה,88174-01,ב',ב',15:00 - 18:00,15:00,18:00,מ.ישראל 502,23,מ.ישראל,502
